,click,banner_pos,device_type,device_conn_type,C1,C14,C15,C16,C17,C18,C19,C20,C21,site_id_enconde,site_domain_enconde,site_category_enconde,app_id_enconde,app_domain_enconde,app_category_enconde,device_id_enconde,device_ip_enconde,device_model_enconde
8163,0,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,15002,943
8164,0,0,1,0,1005,20170,300,50,2312,0,167,100077,16,294,377,5,170,18,2,636,5246,1305
8165,0,0,1,0,1005,20366,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,7081,993
8166,0,1,1,0,1005,18993,320,50,2161,0,35,-1,157,206,34,12,451,18,0,1905,2084,943
8167,0,0,1,0,1005,20362,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,10284,1508
8168,0,0,1,0,1005,15705,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,284,686
8169,0,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,154,25,2,1905,13219,998
8170,0,0,1,2,1005,15704,320,50,1722,0,35,-1,79,220,78,12,451,18,0,1905,12860,1307
8171,0,0,1,0,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,12758,547
8172,1,0,1,0,1005,20980,320,50,2371,0,551,100217,46,294,377,5,284,32,2,1905,1078,1189
8173,1,0,1,0,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,15126,1110
8174,0,0,1,0,1005,17654,300,250,1994,2,39,-1,33,204,220,4,451,18,0,1905,17488,910
8175,0,0,1,0,1005,20596,320,50,2161,0,35,-1,157,3,10,8,451,18,0,1905,9091,547
8176,0,0,1,2,1005,20596,320,50,2161,0,35,-1,157,294,377,5,17,0,2,1905,8949,597
8177,0,0,1,0,1005,20355,216,36,2333,0,39,-1,157,46,232,4,451,18,0,1905,7433,45
8178,0,1,4,0,1010,21665,320,50,2493,3,35,-1,117,294,377,5,268,18,2,1712,10615,1097
8179,1,0,1,0,1005,20633,320,50,2374,3,39,-1,23,294,377,5,430,14,2,1905,3396,213
8180,0,1,5,2,1010,21665,320,50,2493,3,35,100022,117,294,377,5,81,18,1,66,11873,572
8181,0,0,1,0,1005,6616,320,50,576,2,35,-1,32,62,465,2,451,18,0,1905,3655,314
8182,0,0,1,2,1005,6616,320,50,576,2,35,100131,32,294,377,5,21,10,13,1905,996,111
8183,0,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7059,943
8184,0,0,1,0,1005,15699,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,11359,561
8185,0,0,1,0,1005,20362,320,50,2333,0,39,-1,157,285,207,4,451,18,0,1905,3642,1619
8186,0,0,1,0,1005,17654,300,250,1994,2,39,100084,33,204,220,4,451,18,0,1905,5108,913
8187,0,0,1,0,1005,15708,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,4482,1634
8188,1,0,0,0,1002,21661,320,50,2446,3,171,100228,156,291,377,5,451,18,0,1446,11178,1436
8189,0,1,1,2,1005,20596,320,50,2161,0,35,-1,157,454,366,3,451,18,0,1905,8078,597
8190,0,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,3240,395
8191,0,0,1,0,1005,18993,320,50,2161,0,35,-1,157,294,377,5,208,12,13,1905,4707,674
8192,0,0,1,2,1005,18993,320,50,2161,0,35,-1,157,294,377,5,98,5,10,713,12131,900
8193,1,0,1,2,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,8132,1422
8194,0,0,1,2,1005,21611,320,50,2480,3,297,100111,61,294,377,5,163,5,2,709,3839,326
8195,0,0,1,0,1005,19665,320,50,2253,2,303,100106,52,170,191,2,451,18,0,1905,8900,213
8196,1,0,1,2,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,152,1307
8197,0,0,1,0,1005,20352,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,5125,1508
8198,0,0,1,2,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,9480,1764
8199,0,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,12172,1149
8200,0,0,1,0,1005,20633,320,50,2374,3,39,-1,23,294,377,5,430,14,2,1905,10609,1462
8201,0,0,1,0,1005,20366,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,7623,269
8202,0,0,1,0,1005,15702,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,3066,438
8203,1,0,1,0,1005,20346,300,250,2331,2,39,-1,23,115,128,12,451,18,0,1905,15404,1305
8204,0,0,1,0,1005,19743,320,50,2264,3,427,100000,61,294,377,5,479,21,2,1905,4502,328
8205,0,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,8338,1070
8206,1,0,1,0,1005,1270,320,50,196,3,303,100075,15,294,377,5,319,25,2,1905,12828,1634
8207,0,0,1,0,1005,15701,320,50,1722,0,35,-1,79,278,302,7,451,18,0,1905,3289,1634
8208,1,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,12705,778
8209,0,0,1,0,1005,18993,320,50,2161,0,35,-1,157,48,356,12,451,18,0,1905,3018,456
8210,0,1,4,0,1010,21665,320,50,2493,3,35,-1,117,294,377,5,251,18,2,1715,13464,378
8211,0,0,1,0,1005,15706,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,10432,159
8212,0,1,1,2,1005,20596,320,50,2161,0,35,-1,157,261,56,4,451,18,0,1905,17184,989
8213,1,0,1,0,1005,15705,320,50,1722,0,35,100084,79,278,302,7,451,18,0,1905,4661,943
8214,0,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,16336,943
8215,1,0,1,2,1005,18993,320,50,2161,0,35,100034,157,294,377,5,443,5,2,2439,5359,968
8216,0,0,1,0,1005,17212,320,50,1887,3,39,100200,23,79,315,12,451,18,0,1905,8257,1508
8217,0,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,15087,943
8218,0,0,1,0,1005,15708,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,15163,387
8219,1,1,1,0,1005,17037,320,50,1934,2,39,-1,16,493,240,12,451,18,0,1905,6731,121
8220,0,0,1,2,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,16641,650
8221,0,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,154,25,2,1905,13895,1219
8222,1,1,1,0,1005,19742,320,50,2263,3,427,100000,61,514,375,12,451,18,0,1905,11341,935
8223,0,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,75,32,10,1905,2074,1011
8224,0,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,479,21,2,1905,3585,1050
8225,0,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,10754,943
8226,0,1,1,0,1005,15707,320,50,1722,0,35,100084,79,150,75,2,451,18,0,1905,5509,547
8227,0,0,1,0,1005,17163,320,50,1955,3,163,100189,71,241,399,13,451,18,0,1905,13652,1408
8228,1,0,1,0,1005,16859,320,50,1887,3,39,-1,23,69,225,12,451,18,0,1905,12931,269
8229,0,1,1,0,1005,16208,320,50,1800,3,167,-1,23,206,34,12,451,18,0,1905,9238,1508
8230,1,0,1,0,1005,15707,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,16355,1110
8231,0,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,1490,201
8232,0,0,1,2,1005,15705,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,5307,1307
8233,1,1,1,0,1005,13779,320,50,1447,2,47,100081,13,294,377,5,406,5,2,1905,14503,1508
8234,0,0,1,0,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,14216,1470
8235,0,1,1,0,1005,18947,320,50,2153,3,427,100063,61,325,205,12,451,18,0,1905,16473,603
8236,0,0,1,0,1005,6393,320,50,547,3,47,-1,23,424,120,8,451,18,0,1905,5000,1508
8237,0,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,10285,686
8238,1,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,479,21,2,1905,2595,1189
8239,0,0,1,0,1005,15706,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,647,778
8240,1,0,1,0,1005,20596,320,50,2161,0,35,-1,157,562,464,12,451,18,0,1905,16346,1085
8241,0,0,1,0,1005,17914,320,50,2043,2,39,-1,32,476,294,12,451,18,0,1905,1941,395
8242,0,1,1,0,1005,20008,320,50,2283,0,163,-1,95,206,34,12,451,18,0,1905,15382,1634
8243,0,0,1,2,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,13542,1422
8244,0,0,1,0,1005,15702,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,12973,213
8245,0,0,0,0,1002,16920,320,50,1899,0,431,100081,117,300,442,5,451,18,0,800,3991,1101
8246,0,0,1,0,1005,20596,320,50,2161,0,35,-1,157,3,10,8,451,18,0,1905,5417,547
8247,0,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11558,395
8248,1,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,2342,395
8249,0,0,1,0,1005,6991,320,50,613,2,39,100233,32,294,377,5,428,5,7,1905,2592,1175
8250,1,0,1,0,1005,17914,320,50,2043,2,39,-1,32,476,294,12,451,18,0,1905,15778,1508
8251,0,1,1,0,1005,21612,320,50,2481,3,297,100111,61,454,366,3,451,18,0,1905,16646,831
8252,0,0,1,2,1005,15703,320,50,1722,0,35,-1,79,294,377,5,355,5,10,38,2031,650
8253,0,0,1,0,1005,15706,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,304,247
8254,0,0,0,0,1002,19665,320,50,2253,2,303,100025,52,116,377,5,451,18,0,1465,16945,115
8255,0,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7933,943
8256,0,1,1,0,1005,16208,320,50,1800,3,167,100075,23,206,34,12,451,18,0,1905,2870,810
8257,0,0,1,2,1005,15704,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,8822,650
8258,0,0,1,0,1005,18993,320,50,2161,0,35,100034,157,294,377,5,21,10,13,1905,9673,1171
8259,0,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,221,5,7,575,16873,451
8260,0,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,916,1168
8261,0,0,1,0,1005,20984,320,50,2371,0,551,100217,46,294,377,5,284,32,2,1905,9987,1189
8262,1,0,1,2,1005,18993,320,50,2161,0,35,-1,157,294,377,5,21,10,13,1905,714,979
8263,0,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,182,5,2,1905,15375,1200
8264,1,0,1,0,1005,15706,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,2069,292
8265,1,0,1,0,1005,15707,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,11498,808
8266,1,1,1,0,1005,16920,320,50,1899,0,431,100081,117,213,37,12,451,18,0,1905,7952,419
8267,1,0,1,0,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11633,1508
8268,0,0,1,0,1005,16208,320,50,1800,3,167,100081,23,223,287,12,451,18,0,1905,10766,810
8269,1,1,1,0,1005,16208,320,50,1800,3,167,100081,23,22,148,12,451,18,0,1905,5650,1488
8270,0,0,0,0,1002,21682,320,50,2496,3,167,-1,23,42,377,5,451,18,0,1701,8286,999
8271,0,1,1,0,1005,20366,320,50,2333,0,39,100077,157,206,34,12,451,18,0,1905,14232,943
8272,1,0,1,0,1005,20634,320,50,2374,3,39,-1,23,294,377,5,430,14,2,1905,16127,338
8273,0,0,0,0,1002,15908,320,50,1752,3,297,100081,82,427,61,5,451,18,0,2335,15922,67
8274,0,0,1,2,1005,18993,320,50,2161,0,35,100034,157,294,377,5,4,5,4,1711,9521,705
8275,0,0,0,0,1002,21665,320,50,2493,3,35,-1,117,255,377,5,451,18,0,570,9893,842
8276,0,0,1,0,1005,20596,320,50,2161,0,35,-1,157,3,10,8,451,18,0,1905,6544,78
8277,0,0,1,3,1005,15699,320,50,1722,0,35,-1,79,294,377,5,205,5,7,1905,15398,547
8278,0,0,1,0,1005,15704,320,50,1722,0,35,-1,79,451,175,12,451,18,0,1905,11606,395
8279,0,0,1,0,1005,15699,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,15294,159
8280,0,0,1,2,1005,15704,320,50,1722,0,35,100083,79,398,35,2,451,18,0,1905,4180,493
8281,0,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,10059,438
8282,0,0,0,0,1002,19665,320,50,2253,2,303,-1,52,74,11,5,451,18,0,984,10707,1350
8283,1,0,1,0,1005,15699,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,16670,539
8284,1,0,1,2,1005,17212,320,50,1887,3,39,100194,23,220,78,12,451,18,0,1905,897,1126
8285,0,0,1,0,1005,15703,320,50,1722,0,35,-1,79,278,302,7,451,18,0,1905,9968,213
8286,0,0,1,0,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,9367,833
8287,0,0,1,0,1005,20352,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,13093,369
8288,0,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,14143,547
8289,0,0,1,0,1005,15703,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,13447,895
8290,0,1,1,2,1005,15699,320,50,1722,0,35,-1,79,150,75,2,451,18,0,1905,11701,1570
8291,0,1,4,0,1010,21665,320,50,2493,3,35,100041,117,294,377,5,268,18,2,1932,10622,1662
8292,1,1,1,0,1005,20251,320,50,2323,0,687,100081,48,213,37,12,451,18,0,1905,10064,1552
8293,1,1,4,0,1010,21665,320,50,2493,3,35,100048,117,294,377,5,480,18,2,103,7864,1654
8294,0,0,0,0,1002,21665,320,50,2493,3,35,-1,117,255,377,5,451,18,0,535,11463,1220
8295,0,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,4549,1470
8296,0,1,4,0,1010,21310,320,50,2449,0,163,100105,91,294,377,5,372,18,2,865,1762,1662
8297,0,0,1,0,1005,20352,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,7845,950
8298,0,0,0,0,1002,21675,320,50,2495,2,167,-1,23,294,377,5,422,18,0,2236,8587,764
8299,0,0,1,0,1005,20352,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,16818,1534
8300,1,0,1,0,1005,20093,300,250,2295,2,35,100075,23,204,220,4,451,18,0,1905,416,910
8301,0,0,1,0,1005,17914,320,50,2043,2,39,-1,32,476,294,12,451,18,0,1905,3359,395
8302,1,0,1,0,1005,20006,320,50,2283,0,163,-1,95,464,365,12,451,18,0,1905,14903,1513
8303,0,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,2109,241
8304,0,0,1,0,1005,20352,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,16487,316
8305,0,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,9007,227
8306,0,1,1,0,1005,20596,320,50,2161,0,35,-1,157,327,237,3,451,18,0,1905,2128,833
8307,0,0,1,2,1005,21611,320,50,2480,3,297,100111,61,294,377,5,410,5,7,1905,9430,1532
8308,0,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11823,1110
8309,1,0,0,0,1002,19665,320,50,2253,2,303,-1,52,148,20,5,451,18,0,2745,12787,1188
8310,1,0,1,0,1005,20984,320,50,2371,0,551,100217,46,294,377,5,284,32,2,1905,16636,1189
8311,0,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,1468,241
8312,0,0,1,0,1005,20366,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,12546,311
8313,0,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,6526,1427
8314,0,0,1,0,1005,18993,320,50,2161,0,35,-1,157,277,368,8,451,18,0,1905,8897,670
8315,0,1,1,0,1005,15705,320,50,1722,0,35,100084,79,150,75,2,451,18,0,1905,4567,438
8316,0,1,1,0,1005,18993,320,50,2161,0,35,100128,157,327,237,3,451,18,0,1905,10801,1081
8317,0,0,1,0,1005,15706,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,6726,438
8318,0,1,1,0,1005,15705,320,50,1722,0,35,-1,79,150,75,2,451,18,0,1905,485,943
8319,0,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,14326,1769
8320,0,0,1,0,1005,20966,320,50,2372,0,813,-1,46,35,192,12,451,18,0,1905,14831,279
8321,0,0,1,2,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7401,760
8322,0,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,95,1683
8323,0,0,1,2,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,5276,650
8324,0,0,1,0,1005,19950,320,50,1800,3,167,100075,23,522,97,4,451,18,0,1905,13486,1508
8325,0,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,933,943
8326,0,1,4,3,1010,21665,320,50,2493,3,35,-1,117,294,377,5,279,18,5,2650,5304,1118
8327,1,0,1,0,1005,17653,300,250,1994,2,39,-1,33,204,220,4,451,18,0,1905,17427,910
8328,1,0,1,0,1005,16071,320,50,1784,2,175,100075,95,303,393,4,451,18,0,1905,1426,981
8329,1,0,1,0,1005,15699,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,9054,438
8330,0,0,1,0,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,485,227
8331,0,1,1,0,1005,16070,300,50,1784,2,175,-1,95,294,377,5,394,5,2,1148,8509,703
8332,0,0,1,0,1005,15706,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,4858,117
8333,0,1,1,0,1005,17894,320,50,2039,2,39,-1,32,263,482,12,451,18,0,1905,9492,1508
8334,0,0,1,0,1005,19665,320,50,2253,2,303,100106,52,170,191,2,451,18,0,1905,8900,213
8335,0,0,1,0,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,4384,1710
8336,1,1,1,0,1005,16208,320,50,1800,3,167,100079,23,213,37,12,451,18,0,1905,7028,943
8337,0,0,1,0,1005,18993,320,50,2161,0,35,-1,157,3,10,8,451,18,0,1905,7696,752
8338,0,0,1,0,1005,20362,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,247,857
8339,0,0,1,2,1005,21476,300,250,2471,2,167,100105,23,204,220,4,451,18,0,1905,12726,1570
8340,1,0,1,0,1005,16920,320,50,1899,0,431,100074,117,170,191,2,451,18,0,1905,13737,943
8341,0,1,1,0,1005,20355,216,36,2333,0,39,-1,157,493,240,12,451,18,0,1905,12343,1148
8342,0,0,1,2,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7247,1018
8343,0,0,1,0,1005,19665,320,50,2253,2,303,-1,52,556,434,2,451,18,0,1905,10193,991
8344,0,0,1,0,1005,17653,300,250,1994,2,39,-1,33,204,220,4,451,18,0,1905,16015,45
8345,0,1,4,0,1010,21665,320,50,2493,3,35,-1,117,294,377,5,480,18,2,2189,171,1488
8346,0,1,4,0,1010,21665,320,50,2493,3,35,-1,117,294,377,5,480,18,2,1961,3317,1662
8347,1,1,1,0,1005,17614,320,50,1993,2,1063,100083,33,476,294,12,451,18,0,1905,11541,436
8348,0,0,1,0,1005,15708,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,6206,778
8349,0,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,163,5,2,1905,7528,1201
8350,1,0,1,0,1005,17654,300,250,1994,2,39,100084,33,204,220,4,451,18,0,1905,3683,851
8351,0,0,1,0,1005,20251,320,50,2323,0,687,100081,48,345,286,12,451,18,0,1905,13748,1044
8352,0,1,1,2,1005,18993,320,50,2161,0,35,-1,157,261,56,4,451,18,0,1905,1809,989
8353,0,0,1,0,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,14510,943
8354,0,0,1,0,1005,18993,320,50,2161,0,35,-1,157,294,377,5,35,5,13,1905,7315,292
8355,0,0,1,0,1005,20362,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,17116,1461
8356,0,0,1,0,1005,20596,320,50,2161,0,35,-1,157,48,356,12,451,18,0,1905,8060,934
8357,0,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,159,32,2,1905,12638,1195
8358,0,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,2464,284
8359,0,0,1,0,1005,20362,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,5495,1508
8360,0,0,1,0,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,9627,1110
8361,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7599,199
8362,0,0,1,0,1005,18993,320,50,2161,0,35,-1,157,294,377,5,35,5,13,1905,17282,1502
8363,0,0,1,2,1005,20596,320,50,2161,0,35,100128,157,294,377,5,351,30,10,2801,5801,652
8364,0,0,1,0,1005,4687,320,50,423,2,39,100148,32,294,377,5,430,14,2,1905,16417,227
8365,0,0,1,0,1005,15701,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,14017,399
8366,0,0,1,0,1005,15708,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,2954,1495
8367,0,0,1,0,1005,16615,320,50,1863,3,39,-1,23,317,280,4,451,18,0,1905,16435,1488
8368,0,0,1,0,1005,15706,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,7405,943
8369,0,0,0,0,1002,21300,320,50,2446,3,171,100228,156,291,377,5,451,18,0,1609,8466,1436
8370,0,1,1,2,1005,20008,320,50,2283,0,163,100076,95,561,385,12,451,18,0,1905,1765,588
8371,1,0,1,2,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,15737,1307
8372,0,1,5,0,1010,20366,320,50,2333,0,39,-1,157,294,377,5,124,18,2,2111,6354,1249
8373,0,1,1,2,1005,20596,320,50,2161,0,35,-1,157,159,22,4,451,18,0,1905,8430,989
8374,0,0,1,0,1005,20596,320,50,2161,0,35,-1,157,344,421,12,451,18,0,1905,4680,1216
8375,0,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,485,1408
8376,0,0,1,0,1005,15707,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,9406,399
8377,0,0,1,2,1005,18094,320,50,2060,3,39,100105,23,294,377,5,399,5,7,760,13706,1508
8378,0,1,1,2,1005,20596,320,50,2161,0,35,-1,157,323,8,4,451,18,0,1905,2625,989
8379,0,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,10324,943
8380,1,1,1,0,1005,20366,320,50,2333,0,39,-1,157,294,377,5,406,5,2,1905,6501,851
8381,0,1,1,0,1005,15701,320,50,1722,0,35,100084,79,150,75,2,451,18,0,1905,16983,778
8382,1,0,1,0,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7401,943
8383,0,0,1,0,1005,18993,320,50,2161,0,35,-1,157,3,10,8,451,18,0,1905,3743,99
8384,0,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,182,5,2,1905,12140,1200
8385,1,0,1,0,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,1671,943
8386,0,1,1,0,1005,20596,320,50,2161,0,35,-1,157,503,13,3,451,18,0,1905,10344,997
8387,0,0,1,0,1005,20596,320,50,2161,0,35,100105,157,1,179,12,451,18,0,1905,15804,436
8388,1,0,1,0,1005,17654,300,250,1994,2,39,100084,33,204,220,4,451,18,0,1905,5469,45
8389,0,0,1,0,1005,15708,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,10341,269
8390,0,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,4913,1634
8391,0,0,1,0,1005,20366,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,4191,1090
8392,0,0,0,0,1002,21660,320,50,2446,3,171,100228,156,291,377,5,451,18,0,2572,6336,1436
8393,0,0,0,0,1002,20170,300,50,2312,0,167,100075,16,187,401,5,451,18,0,262,6997,486
8394,1,0,1,0,1005,15708,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,7927,438
8395,0,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,182,5,2,1905,16377,1141
8396,0,1,1,0,1005,15701,320,50,1722,0,35,100084,79,476,294,12,451,18,0,1905,15902,943
8397,0,0,1,2,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,4236,834
8398,1,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11898,959
8399,0,1,1,2,1005,20596,320,50,2161,0,35,-1,157,103,378,4,451,18,0,1905,8430,989
8400,0,1,1,0,1005,17914,320,50,2043,2,39,-1,32,488,219,12,451,18,0,1905,7209,1495
8401,0,1,1,0,1005,17037,320,50,1934,2,39,-1,16,493,240,12,451,18,0,1905,13239,952
8402,1,0,1,0,1005,15708,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,5401,7
8403,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,1540,199
8404,0,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,15500,1747
8405,0,1,1,0,1005,15704,320,50,1722,0,35,-1,79,152,75,12,451,18,0,1905,16737,1118
8406,0,0,1,2,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,10285,1307
8407,0,0,1,0,1005,20596,320,50,2161,0,35,-1,157,540,174,12,451,18,0,1905,944,943
8408,0,0,1,0,1005,20596,320,50,2161,0,35,-1,157,294,377,5,35,5,13,1905,13907,833
8409,0,1,1,0,1005,19772,320,50,2227,0,687,100075,48,292,157,12,451,18,0,1905,17487,1061
8410,0,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,15126,1070
8411,0,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,10824,395
8412,0,0,1,0,1005,15704,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,9025,227
8413,1,0,1,0,1005,17914,320,50,2043,2,39,-1,32,476,294,12,451,18,0,1905,15122,395
8414,0,1,1,2,1005,18993,320,50,2161,0,35,100130,157,454,366,3,451,18,0,1905,10225,597
8415,0,0,1,0,1005,19950,320,50,1800,3,167,100077,23,223,287,12,451,18,0,1905,9294,943
8416,0,0,1,0,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,485,1470
8417,0,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,5217,943
8418,0,0,1,0,1005,20362,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,5125,1508
8419,0,0,0,0,1002,21595,320,50,2478,3,167,100077,23,498,409,5,451,18,0,2280,4352,764
8420,0,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,13525,686
8421,0,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,6704,778
8422,0,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,255,24,7,1905,6288,391
